source_path,action,reason,target
.ai/features/airspeed/evidence/raw/T04_after_airspeed_2026-04-01_extracted.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T04_before_airspeed_2026-04-01.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T04_before_airspeed_2026-04-01_extracted.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T05_after_2026-04-01.csv,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T05_after_2026-04-01_notes.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T05_before_2026-04-01.csv,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T05_before_2026-04-01_notes.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T07_after_2026-04-01.csv,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T07_after_2026-04-01_notes.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T07_before_2026-04-01.csv,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/raw/T07_before_2026-04-01_notes.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/tables/T01_stats_10ms_2026-04-01_142550.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/tables/T01_stats__05ms_2026-04-01_142550.txt,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/tables/T03_summary_2026-04-01.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/tables/T04_summary_2026-04-01.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/tables/T05_summary_2026-04-01.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/evidence/tables/T07_summary_2026-04-01.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/scripts/extract_data.py,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/scripts/plot_t04_sensor_noise.py,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/scripts/plot_t05_sitl_noise.py,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/scripts/plot_t07_reciprocal_validation.py,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/scripts/t04_sensor_noise_runner.py,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/scripts/t05_sitl_noise_runner.py,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed/scripts/t07_reciprocal_validation_runner.py,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed_lidar_integrated/CHANGELOG.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed_lidar_integrated/IMPLEMENTATION.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/airspeed_lidar_integrated/STATUS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/altitude_wind/CHANGELOG.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/altitude_wind/IMPLEMENTATION.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/altitude_wind/STATUS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/lidar/CHANGELOG.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/lidar/IMPLEMENTATION.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/lidar/STATUS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/00_SCOPE_AND_STATUS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/10_CAMPAIGN_DESIGN.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/20_RUNNERS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/30_DATA_PRODUCTS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/40_ANALYSIS_PIPELINE.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/50_ENVIRONMENT_ROOT_CAUSE.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/55_DATASET_QUALITY_AND_PARAM_FAILURE.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/60_TEST_SUITE_INTEGRATION.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/80_OPEN_ISSUES.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/90_CHANGELOG.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/README.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/features/wind_matrix/evidence/README.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/issues/DISCOVERED.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/issues/GEAR-001.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/issues/GEAR-002.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/issues/GEAR-003.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/issues/OPEN.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/issues/README.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/issues/RESOLVED.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/planning/WORKSPACE_REFACTOR_PLAN.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/reconciliation/MASTER_STATUS_MATRIX.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/sessions/2026-01-19_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-01-19_002.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-01-19_INIT.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-01-20_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-01-21_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-01-26_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-01-27_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-02-07_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-02-08_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-02-10_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-02-15_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-02-15_002.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-02-16_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-02-18_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-02-24_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-05_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-10_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-11_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-15_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-15_002.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-18_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-24_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-24_002.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-24_003.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-26_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-29_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/2026-03-30_001.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/sessions/CURRENT.md,ARCHIVE,historical agent session,.ai/sessions/ (future selective import)
.ai/templates/EXTERNAL_MOD.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/templates/ISSUE_REPORT.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/templates/SESSION_ENTRY.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/templates/TEST_RESULT.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/tests/README.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/tests/RESULTS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/tests/airspeed_claim_test_matrix.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/README.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/fixed_wing/ISSUES.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/fixed_wing/MODELS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/fixed_wing/PARAMETERS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/fixed_wing/STATUS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/quadcopter/ISSUES.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/quadcopter/MODELS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/quadcopter/PARAMETERS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.ai/vehicles/quadcopter/STATUS.md,REWRITE,old AI knowledge base reduced to compact protocol,.ai/ and governance/
.claude/commands/speckit.analyze.md,REVIEW,not automatically migrated,
.claude/commands/speckit.checklist.md,REVIEW,not automatically migrated,
.claude/commands/speckit.clarify.md,REVIEW,not automatically migrated,
.claude/commands/speckit.constitution.md,REVIEW,not automatically migrated,
.claude/commands/speckit.implement.md,REVIEW,not automatically migrated,
.claude/commands/speckit.plan.md,REVIEW,not automatically migrated,
.claude/commands/speckit.specify.md,REVIEW,not automatically migrated,
.claude/commands/speckit.tasks.md,REVIEW,not automatically migrated,
.claude/commands/speckit.taskstoissues.md,REVIEW,not automatically migrated,
.claude/settings.local.json,REVIEW,not automatically migrated,
.cursorrules,REVIEW,not automatically migrated,
.git/COMMIT_EDITMSG,DROP,git metadata,
.git/FETCH_HEAD,DROP,git metadata,
.git/HEAD,DROP,git metadata,
.git/ORIG_HEAD,DROP,git metadata,
.git/config,DROP,git metadata,
.git/description,DROP,git metadata,
.git/hooks/applypatch-msg.sample,DROP,git metadata,
.git/hooks/commit-msg.sample,DROP,git metadata,
.git/hooks/fsmonitor-watchman.sample,DROP,git metadata,
.git/hooks/post-update.sample,DROP,git metadata,
.git/hooks/pre-applypatch.sample,DROP,git metadata,
.git/hooks/pre-commit.sample,DROP,git metadata,
.git/hooks/pre-merge-commit.sample,DROP,git metadata,
.git/hooks/pre-push.sample,DROP,git metadata,
.git/hooks/pre-rebase.sample,DROP,git metadata,
.git/hooks/pre-receive.sample,DROP,git metadata,
.git/hooks/prepare-commit-msg.sample,DROP,git metadata,
.git/hooks/push-to-checkout.sample,DROP,git metadata,
.git/hooks/sendemail-validate.sample,DROP,git metadata,
.git/hooks/update.sample,DROP,git metadata,
.git/index,DROP,git metadata,
.git/info/exclude,DROP,git metadata,
.git/info/refs,DROP,git metadata,
.git/logs/HEAD,DROP,git metadata,
.git/logs/refs/heads/main,DROP,git metadata,
.git/logs/refs/heads/split/ardupilot_gazebo,DROP,git metadata,
.git/logs/refs/remotes/origin/main,DROP,git metadata,
.git/objects/00/0096c11528bd26b2c91ab6485b68bd89ea70cc,DROP,git metadata,
.git/objects/00/0a789f701e690f37090e72154d70614ec9f9b6,DROP,git metadata,
.git/objects/00/0c2d9ddb637b72686ccafb059a7641aa7aaafe,DROP,git metadata,
.git/objects/00/1358e6d4401855768815e8ec6e17ce227b3ce6,DROP,git metadata,
.git/objects/00/372a80405ec92e1300bd147a762f867e846d8f,DROP,git metadata,
.git/objects/00/40e4c0f7cccf297f8db40bb608aa6b09c8701d,DROP,git metadata,
.git/objects/00/5b88f09efb408caec45793b4c50facd939a3d6,DROP,git metadata,
.git/objects/00/61656afeb112eb21f3cc7729698ed2d1135973,DROP,git metadata,
.git/objects/00/68f944d9638daf5623584bb0a9783c93ca69af,DROP,git metadata,
.git/objects/00/709441519bf54678a00cbb6b846074a19842a5,DROP,git metadata,
.git/objects/00/7aee272d4cdb7cb5d6ec51621ac99f25c69f26,DROP,git metadata,
.git/objects/00/8c2646a5f3302f160cbb9a8c551c12004342fc,DROP,git metadata,
.git/objects/00/8ec125411bdb7a80e8ac34e606ae3e5fb02c7e,DROP,git metadata,
.git/objects/00/996c55f219a7d9d2d8880130146f5da502dcff,DROP,git metadata,
.git/objects/00/9d3a79b459486cd230a00407d51da98edcb17d,DROP,git metadata,
.git/objects/00/9f5fb9dc1bd6835660beae9b61c955f061b819,DROP,git metadata,
.git/objects/00/c9a8a162fb4f1d20050c74efc227b6e48787b9,DROP,git metadata,
.git/objects/00/e38545b6ba436e9572e31839d9aa26d934fbe5,DROP,git metadata,
.git/objects/00/fc6df7ed73faaee603f171a261cb1b5469f648,DROP,git metadata,
.git/objects/01/1279eff064c09307a8d413776ccddc95d1b9ec,DROP,git metadata,
.git/objects/01/159e9cd84d2099eb1117944e0e20564c78fc93,DROP,git metadata,
.git/objects/01/2613b1e4b1520a4a7d27eea759dfd8b1f11617,DROP,git metadata,
.git/objects/01/27af345c678e46ace7d01ac71e17b7e41d0727,DROP,git metadata,
.git/objects/01/318699d247530680b3cf52f5f8d4fa326d7ae6,DROP,git metadata,
.git/objects/01/4de62575cdf9d4069194aae6623721a768df98,DROP,git metadata,
.git/objects/01/5670d21b286551141cccdc6551c831275022a6,DROP,git metadata,
.git/objects/01/6292fb6159f6a305b81dbd197a1168a2fced77,DROP,git metadata,
.git/objects/01/a36da7ee3828c3743a7f3166971434984036ca,DROP,git metadata,
.git/objects/01/af70d07b3050609e7b9371164eb9e6092b3b50,DROP,git metadata,
.git/objects/01/b0e5b1b4aab7e38be87dc73f263bed482e3496,DROP,git metadata,
.git/objects/01/bd05885684afe0f506cdbd73d9c2a3ea6c7201,DROP,git metadata,
.git/objects/01/c7001d1b7b02c5ea4cc211d331926e8c330ee5,DROP,git metadata,
.git/objects/01/cf37099e34a03400ae874d91417573f11c93d7,DROP,git metadata,
.git/objects/01/d125c4ba12e1111a379669abef10f051d72b73,DROP,git metadata,
.git/objects/01/d5fbcf27d16dc3bf6b0ca452003adfc8f41e2c,DROP,git metadata,
.git/objects/01/da0f572142f3e1eaf6a63ccbe82906b63c4c4d,DROP,git metadata,
.git/objects/01/ddbbd5c710c8bc08392dca846e5b19b4f5dd31,DROP,git metadata,
.git/objects/01/dfbcc6c04190388c233f4a7189f6af0bc4bfee,DROP,git metadata,
.git/objects/01/eb63beb2794d7ea888a815088ee526fa362fd0,DROP,git metadata,
.git/objects/01/ed4c83e0712a3007d95956dd97cf578d8cc50b,DROP,git metadata,
.git/objects/02/03999a733ce8baf78a9f6c20a840b14c069125,DROP,git metadata,
.git/objects/02/17ea72c0e0829eeafa1af4607d354bf465573b,DROP,git metadata,
.git/objects/02/2aeacfeabbb1c35182b531b23865a83c9edaf0,DROP,git metadata,
.git/objects/02/2e844a41de80dc60d2eb275adca323b650fd4d,DROP,git metadata,
.git/objects/02/421e912bdde2162e919700bf8ab1f20378225b,DROP,git metadata,
.git/objects/02/4290775840d2a0630aac5ec38c69a25e5d7a7f,DROP,git metadata,
.git/objects/02/48fc3f93d09ee1de13070f5c1f1779ed89590b,DROP,git metadata,
.git/objects/02/57a8cb0c9e5b7df9aeb0571dabf2afcc482246,DROP,git metadata,
.git/objects/02/823b2e68f1c33fa5d1a4b8cac9c66c10580638,DROP,git metadata,
.git/objects/02/9c28058634884ad11028469af64721f2ce9c76,DROP,git metadata,
.git/objects/02/bf5088e7c5f3b20aecdcc58a45d179bc4253de,DROP,git metadata,
.git/objects/02/cfc2b4939b142f61cb915c8f45643517cc67cf,DROP,git metadata,
.git/objects/02/d016bd4f79f48191e9bfe13401d8932208c49d,DROP,git metadata,
.git/objects/02/f3ede648c17b08fafa7e4ad8a6b6b3ed038eac,DROP,git metadata,
.git/objects/02/f7e5ca28720d4b79fdb6eee1605a5e4bfcaba2,DROP,git metadata,
.git/objects/03/092b2223c2e43a61769cb0c77f2e68fe1792bc,DROP,git metadata,
.git/objects/03/0c98f6d6d6ec9e904cb0edb4fc9979de547dff,DROP,git metadata,
.git/objects/03/269205a2fbfa9b31b9b5758e69de1a5509708f,DROP,git metadata,
.git/objects/03/27b0a0e6f7a7430224cbe31f5843c083572424,DROP,git metadata,
.git/objects/03/3a57007f283bcea4bc3a2a1a192cbaa3dd267a,DROP,git metadata,
.git/objects/03/3d4acfa9c6d7a99f9a6576e57ce9e0e4dd224f,DROP,git metadata,
.git/objects/03/4ec5b7af1c7c4e86eea738ae5f4f714aae0ce4,DROP,git metadata,
.git/objects/03/4f3a01f3491dd4b12291d71909e1e021a7859d,DROP,git metadata,
.git/objects/03/53043824926ed14e5d10c727d701722f2b7e2d,DROP,git metadata,
.git/objects/03/6cdf5b289e05d406e3fa5b4a82855ac04c87cd,DROP,git metadata,
.git/objects/03/925b3c28b6e10332276176a69dab72c4e49395,DROP,git metadata,
.git/objects/03/92665cedc40fbaf543f2ee2e67edaef52b471f,DROP,git metadata,
.git/objects/03/9469fbe272247f2bf1da72bdcda6c298d2d643,DROP,git metadata,
.git/objects/03/983b7942fddcdc57683da6fcf42e60a90309c4,DROP,git metadata,
.git/objects/03/a4854960528010a133b828db5a2c5e443da4e2,DROP,git metadata,
.git/objects/03/b57df350af0914132c868d9cc0032e8c308a95,DROP,git metadata,
.git/objects/03/c28663b5f614c4c9d22494b96b2a50083cea13,DROP,git metadata,
.git/objects/03/cc71082f6d24c30e4595ee3128ab5d314a2261,DROP,git metadata,
.git/objects/03/f60ffaa5af06b2f3c0d7b140fad1cdc52c479c,DROP,git metadata,
.git/objects/04/09e3bd0cb39be275aa89127cbe901c2a44564b,DROP,git metadata,
.git/objects/04/130773b7df6a1304e4a82f767b2c624ff6097d,DROP,git metadata,
.git/objects/04/159fff195c0374c195e8a9c108287145adb1a2,DROP,git metadata,
.git/objects/04/2d29207a6a3f66192395fddb03f325f23da519,DROP,git metadata,
.git/objects/04/57315b0304285ba2c69a98572d52db2dd0ba23,DROP,git metadata,
.git/objects/04/64f23e838d8e29cf5d049eccc148c093559aca,DROP,git metadata,
.git/objects/04/65554099e4842dabc035849de600d6c4b94e0b,DROP,git metadata,
.git/objects/04/6b6c17010435823d003149f2163cc2602d7f94,DROP,git metadata,
.git/objects/04/733de8da147e6917c1729a038b8e798e15dae0,DROP,git metadata,
.git/objects/04/94b07431a738d5af0c194fabc80a6fb30bbd00,DROP,git metadata,
.git/objects/04/97271f57526b300f60174b4bcf3bed28362c99,DROP,git metadata,
.git/objects/04/a6f4156564e4da0b9f4428c0f2b1a6eaaa9839,DROP,git metadata,
.git/objects/04/bcff610553774f543ca6ed2e7e717f60ba07b8,DROP,git metadata,
.git/objects/04/d9554ca4121a7b869afb6fa08eb9f432eb47c9,DROP,git metadata,
.git/objects/04/e5e293aa9ef571dc07cf0097789e815b91227c,DROP,git metadata,
.git/objects/04/f9a757cbfb4488dace3acf9f6007bd461fa74b,DROP,git metadata,
.git/objects/04/fd48371376a887228451e4f0773b97c41b9bb1,DROP,git metadata,
.git/objects/05/04b47a3aea5dbc714253aca0697e4cd22cda97,DROP,git metadata,
.git/objects/05/09664f8d6ec90d51c871468628576fbf7663bc,DROP,git metadata,
.git/objects/05/0d7efaba4fec7d94d59228441338d118971333,DROP,git metadata,
.git/objects/05/166a40426b22755b18da534cf2da65057a89a8,DROP,git metadata,
